ORIGID,County,PopulationCensus16,TimeStamp,Lat,Long,Confirmed Cases
20,Roscommon,64544,2021/04/05 00:00:00+00,53.8008,-8.2735,2321
21,Sligo,65535,2021/04/05 00:00:00+00,54.1581,-8.5345,2285
22,Tipperary,159553,2021/04/05 00:00:00+00,52.6407,-7.9206,5543
23,Waterford,116176,2021/04/05 00:00:00+00,52.2035,-7.4935,5452
24,Westmeath,88770,2021/04/05 00:00:00+00,53.5524,-7.4219,3632
25,Wexford,149722,2021/04/05 00:00:00+00,52.5164,-6.5037,6974
26,Wicklow,142425,2021/04/05 00:00:00+00,53.0205,-6.3442,4520
1,Carlow,56932,2021/04/06 00:00:00+00,52.7168,-6.8367,2780
2,Cavan,76176,2021/04/06 00:00:00+00,53.9878,-7.2937,4867
3,Clare,118817,2021/04/06 00:00:00+00,52.8917,-8.9889,4784
4,Cork,542868,2021/04/06 00:00:00+00,51.9517,-8.6372,21909
5,Donegal,159192,2021/04/06 00:00:00+00,54.8989,-7.96,9301
6,Dublin,1347359,2021/04/06 00:00:00+00,53.3605,-6.292,84300
7,Galway,258058,2021/04/06 00:00:00+00,53.3705,-8.7362,10016
8,Kerry,147707,2021/04/06 00:00:00+00,52.1689,-9.565,4452
9,Kildare,222504,2021/04/06 00:00:00+00,53.238,-6.7837,11130
10,Kilkenny,99232,2021/04/06 00:00:00+00,52.5816,-7.2175,3503
11,Laois,84697,2021/04/06 00:00:00+00,52.9952,-7.3423,3516
12,Leitrim,32044,2021/04/06 00:00:00+00,54.1261,-7.9939,780
13,Limerick,194899,2021/04/06 00:00:00+00,52.5255,-8.7412,10995
14,Longford,40873,2021/04/06 00:00:00+00,53.7325,-7.6952,1875
15,Louth,128884,2021/04/06 00:00:00+00,53.9161,-6.487,8933
16,Mayo,130507,2021/04/06 00:00:00+00,53.9191,-9.2537,6265
17,Meath,195044,2021/04/06 00:00:00+00,53.6851,-6.715,10073
18,Monaghan,61386,2021/04/06 00:00:00+00,54.1857,-6.9452,4930
19,Offaly,77961,2021/04/06 00:00:00+00,53.2632,-7.6607,4066
20,Roscommon,64544,2021/04/06 00:00:00+00,53.8008,-8.2735,2322
21,Sligo,65535,2021/04/06 00:00:00+00,54.1581,-8.5345,2285
22,Tipperary,159553,2021/04/06 00:00:00+00,52.6407,-7.9206,5555
23,Waterford,116176,2021/04/06 00:00:00+00,52.2035,-7.4935,5461
24,Westmeath,88770,2021/04/06 00:00:00+00,53.5524,-7.4219,3646
25,Wexford,149722,2021/04/06 00:00:00+00,52.5164,-6.5037,6990
26,Wicklow,142425,2021/04/06 00:00:00+00,53.0205,-6.3442,4523
1,Carlow,56932,2021/04/07 00:00:00+00,52.7168,-6.8367,2781
2,Cavan,76176,2021/04/07 00:00:00+00,53.9878,-7.2937,4875
3,Clare,118817,2021/04/07 00:00:00+00,52.8917,-8.9889,4784
4,Cork,542868,2021/04/07 00:00:00+00,51.9517,-8.6372,21934
5,Donegal,159192,2021/04/07 00:00:00+00,54.8989,-7.96,9318
6,Dublin,1347359,2021/04/07 00:00:00+00,53.3605,-6.292,84462
7,Galway,258058,2021/04/07 00:00:00+00,53.3705,-8.7362,10036
8,Kerry,147707,2021/04/07 00:00:00+00,52.1689,-9.565,4456
9,Kildare,222504,2021/04/07 00:00:00+00,53.238,-6.7837,11191
10,Kilkenny,99232,2021/04/07 00:00:00+00,52.5816,-7.2175,3503
11,Laois,84697,2021/04/07 00:00:00+00,52.9952,-7.3423,3527
12,Leitrim,32044,2021/04/07 00:00:00+00,54.1261,-7.9939,781
13,Limerick,194899,2021/04/07 00:00:00+00,52.5255,-8.7412,10998
14,Longford,40873,2021/04/07 00:00:00+00,53.7325,-7.6952,1882
15,Louth,128884,2021/04/07 00:00:00+00,53.9161,-6.487,8938
16,Mayo,130507,2021/04/07 00:00:00+00,53.9191,-9.2537,6270
17,Meath,195044,2021/04/07 00:00:00+00,53.6851,-6.715,10090
18,Monaghan,61386,2021/04/07 00:00:00+00,54.1857,-6.9452,4937
19,Offaly,77961,2021/04/07 00:00:00+00,53.2632,-7.6607,4078
20,Roscommon,64544,2021/04/07 00:00:00+00,53.8008,-8.2735,2324
21,Sligo,65535,2021/04/07 00:00:00+00,54.1581,-8.5345,2285
22,Tipperary,159553,2021/04/07 00:00:00+00,52.6407,-7.9206,5558
23,Waterford,116176,2021/04/07 00:00:00+00,52.2035,-7.4935,5462
24,Westmeath,88770,2021/04/07 00:00:00+00,53.5524,-7.4219,3648
25,Wexford,149722,2021/04/07 00:00:00+00,52.5164,-6.5037,6997
26,Wicklow,142425,2021/04/07 00:00:00+00,53.0205,-6.3442,4536
1,Carlow,56932,2021/04/08 00:00:00+00,52.7168,-6.8367,2781
2,Cavan,76176,2021/04/08 00:00:00+00,53.9878,-7.2937,4888
3,Clare,118817,2021/04/08 00:00:00+00,52.8917,-8.9889,4790
4,Cork,542868,2021/04/08 00:00:00+00,51.9517,-8.6372,21948
5,Donegal,159192,2021/04/08 00:00:00+00,54.8989,-7.96,9348
6,Dublin,1347359,2021/04/08 00:00:00+00,53.3605,-6.292,84689
7,Galway,258058,2021/04/08 00:00:00+00,53.3705,-8.7362,10051
8,Kerry,147707,2021/04/08 00:00:00+00,52.1689,-9.565,4457
9,Kildare,222504,2021/04/08 00:00:00+00,53.238,-6.7837,11222
10,Kilkenny,99232,2021/04/08 00:00:00+00,52.5816,-7.2175,3505
11,Laois,84697,2021/04/08 00:00:00+00,52.9952,-7.3423,3534
12,Leitrim,32044,2021/04/08 00:00:00+00,54.1261,-7.9939,781
13,Limerick,194899,2021/04/08 00:00:00+00,52.5255,-8.7412,11008
14,Longford,40873,2021/04/08 00:00:00+00,53.7325,-7.6952,1884
15,Louth,128884,2021/04/08 00:00:00+00,53.9161,-6.487,8942
16,Mayo,130507,2021/04/08 00:00:00+00,53.9191,-9.2537,6293
17,Meath,195044,2021/04/08 00:00:00+00,53.6851,-6.715,10109
18,Monaghan,61386,2021/04/08 00:00:00+00,54.1857,-6.9452,4943
19,Offaly,77961,2021/04/08 00:00:00+00,53.2632,-7.6607,4091
20,Roscommon,64544,2021/04/08 00:00:00+00,53.8008,-8.2735,2330
21,Sligo,65535,2021/04/08 00:00:00+00,54.1581,-8.5345,2288
22,Tipperary,159553,2021/04/08 00:00:00+00,52.6407,-7.9206,5566
23,Waterford,116176,2021/04/08 00:00:00+00,52.2035,-7.4935,5464
24,Westmeath,88770,2021/04/08 00:00:00+00,53.5524,-7.4219,3660
25,Wexford,149722,2021/04/08 00:00:00+00,52.5164,-6.5037,6999
26,Wicklow,142425,2021/04/08 00:00:00+00,53.0205,-6.3442,4546
1,Carlow,56932,2021/04/09 00:00:00+00,52.7168,-6.8367,2781
2,Cavan,76176,2021/04/09 00:00:00+00,53.9878,-7.2937,4890
3,Clare,118817,2021/04/09 00:00:00+00,52.8917,-8.9889,4792
4,Cork,542868,2021/04/09 00:00:00+00,51.9517,-8.6372,21973
5,Donegal,159192,2021/04/09 00:00:00+00,54.8989,-7.96,9362
6,Dublin,1347359,2021/04/09 00:00:00+00,53.3605,-6.292,84886
7,Galway,258058,2021/04/09 00:00:00+00,53.3705,-8.7362,10082
8,Kerry,147707,2021/04/09 00:00:00+00,52.1689,-9.565,4464
9,Kildare,222504,2021/04/09 00:00:00+00,53.238,-6.7837,11254
10,Kilkenny,99232,2021/04/09 00:00:00+00,52.5816,-7.2175,3506
11,Laois,84697,2021/04/09 00:00:00+00,52.9952,-7.3423,3548
12,Leitrim,32044,2021/04/09 00:00:00+00,54.1261,-7.9939,781
13,Limerick,194899,2021/04/09 00:00:00+00,52.5255,-8.7412,11015
14,Longford,40873,2021/04/09 00:00:00+00,53.7325,-7.6952,1893
15,Louth,128884,2021/04/09 00:00:00+00,53.9161,-6.487,8950
16,Mayo,130507,2021/04/09 00:00:00+00,53.9191,-9.2537,6302
17,Meath,195044,2021/04/09 00:00:00+00,53.6851,-6.715,10140
18,Monaghan,61386,2021/04/09 00:00:00+00,54.1857,-6.9452,4947
19,Offaly,77961,2021/04/09 00:00:00+00,53.2632,-7.6607,4110
20,Roscommon,64544,2021/04/09 00:00:00+00,53.8008,-8.2735,2335
21,Sligo,65535,2021/04/09 00:00:00+00,54.1581,-8.5345,2288
22,Tipperary,159553,2021/04/09 00:00:00+00,52.6407,-7.9206,5575
23,Waterford,116176,2021/04/09 00:00:00+00,52.2035,-7.4935,5468
24,Westmeath,88770,2021/04/09 00:00:00+00,53.5524,-7.4219,3675
25,Wexford,149722,2021/04/09 00:00:00+00,52.5164,-6.5037,7001
26,Wicklow,142425,2021/04/09 00:00:00+00,53.0205,-6.3442,4554
1,Carlow,56932,2021/04/10 00:00:00+00,52.7168,-6.8367,2783
2,Cavan,76176,2021/04/10 00:00:00+00,53.9878,-7.2937,4893
3,Clare,118817,2021/04/10 00:00:00+00,52.8917,-8.9889,4794
4,Cork,542868,2021/04/10 00:00:00+00,51.9517,-8.6372,21988
5,Donegal,159192,2021/04/10 00:00:00+00,54.8989,-7.96,9379
6,Dublin,1347359,2021/04/10 00:00:00+00,53.3605,-6.292,85023
7,Galway,258058,2021/04/10 00:00:00+00,53.3705,-8.7362,10084
8,Kerry,147707,2021/04/10 00:00:00+00,52.1689,-9.565,4467
9,Kildare,222504,2021/04/10 00:00:00+00,53.238,-6.7837,11286
10,Kilkenny,99232,2021/04/10 00:00:00+00,52.5816,-7.2175,3506
11,Laois,84697,2021/04/10 00:00:00+00,52.9952,-7.3423,3550
12,Leitrim,32044,2021/04/10 00:00:00+00,54.1261,-7.9939,784
13,Limerick,194899,2021/04/10 00:00:00+00,52.5255,-8.7412,11024
14,Longford,40873,2021/04/10 00:00:00+00,53.7325,-7.6952,1897
15,Louth,128884,2021/04/10 00:00:00+00,53.9161,-6.487,8960
16,Mayo,130507,2021/04/10 00:00:00+00,53.9191,-9.2537,6303
17,Meath,195044,2021/04/10 00:00:00+00,53.6851,-6.715,10162
18,Monaghan,61386,2021/04/10 00:00:00+00,54.1857,-6.9452,4952
19,Offaly,77961,2021/04/10 00:00:00+00,53.2632,-7.6607,4111
20,Roscommon,64544,2021/04/10 00:00:00+00,53.8008,-8.2735,2342
21,Sligo,65535,2021/04/10 00:00:00+00,54.1581,-8.5345,2289
22,Tipperary,159553,2021/04/10 00:00:00+00,52.6407,-7.9206,5577
23,Waterford,116176,2021/04/10 00:00:00+00,52.2035,-7.4935,5469
24,Westmeath,88770,2021/04/10 00:00:00+00,53.5524,-7.4219,3685
25,Wexford,149722,2021/04/10 00:00:00+00,52.5164,-6.5037,7006
26,Wicklow,142425,2021/04/10 00:00:00+00,53.0205,-6.3442,4560
1,Carlow,56932,2021/04/11 00:00:00+00,52.7168,-6.8367,2783
2,Cavan,76176,2021/04/11 00:00:00+00,53.9878,-7.2937,4900
3,Clare,118817,2021/04/11 00:00:00+00,52.8917,-8.9889,4799
4,Cork,542868,2021/04/11 00:00:00+00,51.9517,-8.6372,21996
5,Donegal,159192,2021/04/11 00:00:00+00,54.8989,-7.96,9396
6,Dublin,1347359,2021/04/11 00:00:00+00,53.3605,-6.292,85198
7,Galway,258058,2021/04/11 00:00:00+00,53.3705,-8.7362,10105
8,Kerry,147707,2021/04/11 00:00:00+00,52.1689,-9.565,4475
9,Kildare,222504,2021/04/11 00:00:00+00,53.238,-6.7837,11318
10,Kilkenny,99232,2021/04/11 00:00:00+00,52.5816,-7.2175,3507
11,Laois,84697,2021/04/11 00:00:00+00,52.9952,-7.3423,3562
12,Leitrim,32044,2021/04/11 00:00:00+00,54.1261,-7.9939,784
13,Limerick,194899,2021/04/11 00:00:00+00,52.5255,-8.7412,11042
14,Longford,40873,2021/04/11 00:00:00+00,53.7325,-7.6952,1898
15,Louth,128884,2021/04/11 00:00:00+00,53.9161,-6.487,8964
16,Mayo,130507,2021/04/11 00:00:00+00,53.9191,-9.2537,6324
17,Meath,195044,2021/04/11 00:00:00+00,53.6851,-6.715,10179
18,Monaghan,61386,2021/04/11 00:00:00+00,54.1857,-6.9452,4954
19,Offaly,77961,2021/04/11 00:00:00+00,53.2632,-7.6607,4132
20,Roscommon,64544,2021/04/11 00:00:00+00,53.8008,-8.2735,2343
21,Sligo,65535,2021/04/11 00:00:00+00,54.1581,-8.5345,2289
22,Tipperary,159553,2021/04/11 00:00:00+00,52.6407,-7.9206,5583
23,Waterford,116176,2021/04/11 00:00:00+00,52.2035,-7.4935,5475
24,Westmeath,88770,2021/04/11 00:00:00+00,53.5524,-7.4219,3689
25,Wexford,149722,2021/04/11 00:00:00+00,52.5164,-6.5037,7007
26,Wicklow,142425,2021/04/11 00:00:00+00,53.0205,-6.3442,4565
1,Carlow,56932,2021/04/12 00:00:00+00,52.7168,-6.8367,2787
2,Cavan,76176,2021/04/12 00:00:00+00,53.9878,-7.2937,4909
3,Clare,118817,2021/04/12 00:00:00+00,52.8917,-8.9889,4806
4,Cork,542868,2021/04/12 00:00:00+00,51.9517,-8.6372,22001
5,Donegal,159192,2021/04/12 00:00:00+00,54.8989,-7.96,9435
6,Dublin,1347359,2021/04/12 00:00:00+00,53.3605,-6.292,85362
7,Galway,258058,2021/04/12 00:00:00+00,53.3705,-8.7362,10108
8,Kerry,147707,2021/04/12 00:00:00+00,52.1689,-9.565,4477
9,Kildare,222504,2021/04/12 00:00:00+00,53.238,-6.7837,11335
10,Kilkenny,99232,2021/04/12 00:00:00+00,52.5816,-7.2175,3508
11,Laois,84697,2021/04/12 00:00:00+00,52.9952,-7.3423,3568
12,Leitrim,32044,2021/04/12 00:00:00+00,54.1261,-7.9939,788
13,Limerick,194899,2021/04/12 00:00:00+00,52.5255,-8.7412,11053
14,Longford,40873,2021/04/12 00:00:00+00,53.7325,-7.6952,1898
15,Louth,128884,2021/04/12 00:00:00+00,53.9161,-6.487,8970
16,Mayo,130507,2021/04/12 00:00:00+00,53.9191,-9.2537,6326
17,Meath,195044,2021/04/12 00:00:00+00,53.6851,-6.715,10191
18,Monaghan,61386,2021/04/12 00:00:00+00,54.1857,-6.9452,4958
19,Offaly,77961,2021/04/12 00:00:00+00,53.2632,-7.6607,4146
20,Roscommon,64544,2021/04/12 00:00:00+00,53.8008,-8.2735,2348
21,Sligo,65535,2021/04/12 00:00:00+00,54.1581,-8.5345,2289
22,Tipperary,159553,2021/04/12 00:00:00+00,52.6407,-7.9206,5589
23,Waterford,116176,2021/04/12 00:00:00+00,52.2035,-7.4935,5485
24,Westmeath,88770,2021/04/12 00:00:00+00,53.5524,-7.4219,3694
25,Wexford,149722,2021/04/12 00:00:00+00,52.5164,-6.5037,7014
26,Wicklow,142425,2021/04/12 00:00:00+00,53.0205,-6.3442,4577
1,Carlow,56932,2021/04/13 00:00:00+00,52.7168,-6.8367,2795
2,Cavan,76176,2021/04/13 00:00:00+00,53.9878,-7.2937,4918
3,Clare,118817,2021/04/13 00:00:00+00,52.8917,-8.9889,4809
4,Cork,542868,2021/04/13 00:00:00+00,51.9517,-8.6372,22018
5,Donegal,159192,2021/04/13 00:00:00+00,54.8989,-7.96,9468
6,Dublin,1347359,2021/04/13 00:00:00+00,53.3605,-6.292,85521
7,Galway,258058,2021/04/13 00:00:00+00,53.3705,-8.7362,10120
8,Kerry,147707,2021/04/13 00:00:00+00,52.1689,-9.565,4488
9,Kildare,222504,2021/04/13 00:00:00+00,53.238,-6.7837,11385
10,Kilkenny,99232,2021/04/13 00:00:00+00,52.5816,-7.2175,3513
11,Laois,84697,2021/04/13 00:00:00+00,52.9952,-7.3423,3576
12,Leitrim,32044,2021/04/13 00:00:00+00,54.1261,-7.9939,791
13,Limerick,194899,2021/04/13 00:00:00+00,52.5255,-8.7412,11070
14,Longford,40873,2021/04/13 00:00:00+00,53.7325,-7.6952,1909
15,Louth,128884,2021/04/13 00:00:00+00,53.9161,-6.487,8981
16,Mayo,130507,2021/04/13 00:00:00+00,53.9191,-9.2537,6334
17,Meath,195044,2021/04/13 00:00:00+00,53.6851,-6.715,10212
18,Monaghan,61386,2021/04/13 00:00:00+00,54.1857,-6.9452,4961
19,Offaly,77961,2021/04/13 00:00:00+00,53.2632,-7.6607,4156
20,Roscommon,64544,2021/04/13 00:00:00+00,53.8008,-8.2735,2353
21,Sligo,65535,2021/04/13 00:00:00+00,54.1581,-8.5345,2289
22,Tipperary,159553,2021/04/13 00:00:00+00,52.6407,-7.9206,5595
23,Waterford,116176,2021/04/13 00:00:00+00,52.2035,-7.4935,5489
24,Westmeath,88770,2021/04/13 00:00:00+00,53.5524,-7.4219,3695
25,Wexford,149722,2021/04/13 00:00:00+00,52.5164,-6.5037,7024
26,Wicklow,142425,2021/04/13 00:00:00+00,53.0205,-6.3442,4581
1,Carlow,56932,2021/04/14 00:00:00+00,52.7168,-6.8367,2797
2,Cavan,76176,2021/04/14 00:00:00+00,53.9878,-7.2937,4923
3,Clare,118817,2021/04/14 00:00:00+00,52.8917,-8.9889,4814
4,Cork,542868,2021/04/14 00:00:00+00,51.9517,-8.6372,22030
5,Donegal,159192,2021/04/14 00:00:00+00,54.8989,-7.96,9492
6,Dublin,1347359,2021/04/14 00:00:00+00,53.3605,-6.292,85627
7,Galway,258058,2021/04/14 00:00:00+00,53.3705,-8.7362,10133
8,Kerry,147707,2021/04/14 00:00:00+00,52.1689,-9.565,4492
9,Kildare,222504,2021/04/14 00:00:00+00,53.238,-6.7837,11415
10,Kilkenny,99232,2021/04/14 00:00:00+00,52.5816,-7.2175,3516
11,Laois,84697,2021/04/14 00:00:00+00,52.9952,-7.3423,3584
12,Leitrim,32044,2021/04/14 00:00:00+00,54.1261,-7.9939,795
13,Limerick,194899,2021/04/14 00:00:00+00,52.5255,-8.7412,11083
14,Longford,40873,2021/04/14 00:00:00+00,53.7325,-7.6952,1914
15,Louth,128884,2021/04/14 00:00:00+00,53.9161,-6.487,8987
16,Mayo,130507,2021/04/14 00:00:00+00,53.9191,-9.2537,6342
17,Meath,195044,2021/04/14 00:00:00+00,53.6851,-6.715,10216
18,Monaghan,61386,2021/04/14 00:00:00+00,54.1857,-6.9452,4962
19,Offaly,77961,2021/04/14 00:00:00+00,53.2632,-7.6607,4170
20,Roscommon,64544,2021/04/14 00:00:00+00,53.8008,-8.2735,2353
21,Sligo,65535,2021/04/14 00:00:00+00,54.1581,-8.5345,2289
22,Tipperary,159553,2021/04/14 00:00:00+00,52.6407,-7.9206,5599
23,Waterford,116176,2021/04/14 00:00:00+00,52.2035,-7.4935,5505
24,Westmeath,88770,2021/04/14 00:00:00+00,53.5524,-7.4219,3704
25,Wexford,149722,2021/04/14 00:00:00+00,52.5164,-6.5037,7029
26,Wicklow,142425,2021/04/14 00:00:00+00,53.0205,-6.3442,4586
1,Carlow,56932,2021/04/15 00:00:00+00,52.7168,-6.8367,2803
2,Cavan,76176,2021/04/15 00:00:00+00,53.9878,-7.2937,4931
3,Clare,118817,2021/04/15 00:00:00+00,52.8917,-8.9889,4820
4,Cork,542868,2021/04/15 00:00:00+00,51.9517,-8.6372,22047
5,Donegal,159192,2021/04/15 00:00:00+00,54.8989,-7.96,9525
6,Dublin,1347359,2021/04/15 00:00:00+00,53.3605,-6.292,85774
7,Galway,258058,2021/04/15 00:00:00+00,53.3705,-8.7362,10158
8,Kerry,147707,2021/04/15 00:00:00+00,52.1689,-9.565,4495
9,Kildare,222504,2021/04/15 00:00:00+00,53.238,-6.7837,11429
10,Kilkenny,99232,2021/04/15 00:00:00+00,52.5816,-7.2175,3519
11,Laois,84697,2021/04/15 00:00:00+00,52.9952,-7.3423,3595
12,Leitrim,32044,2021/04/15 00:00:00+00,54.1261,-7.9939,797
13,Limerick,194899,2021/04/15 00:00:00+00,52.5255,-8.7412,11099
14,Longford,40873,2021/04/15 00:00:00+00,53.7325,-7.6952,1915
15,Louth,128884,2021/04/15 00:00:00+00,53.9161,-6.487,9004
16,Mayo,130507,2021/04/15 00:00:00+00,53.9191,-9.2537,6346
17,Meath,195044,2021/04/15 00:00:00+00,53.6851,-6.715,10257
18,Monaghan,61386,2021/04/15 00:00:00+00,54.1857,-6.9452,4972
19,Offaly,77961,2021/04/15 00:00:00+00,53.2632,-7.6607,4176
20,Roscommon,64544,2021/04/15 00:00:00+00,53.8008,-8.2735,2360
21,Sligo,65535,2021/04/15 00:00:00+00,54.1581,-8.5345,2291
22,Tipperary,159553,2021/04/15 00:00:00+00,52.6407,-7.9206,5607
23,Waterford,116176,2021/04/15 00:00:00+00,52.2035,-7.4935,5511
24,Westmeath,88770,2021/04/15 00:00:00+00,53.5524,-7.4219,3714
25,Wexford,149722,2021/04/15 00:00:00+00,52.5164,-6.5037,7035
26,Wicklow,142425,2021/04/15 00:00:00+00,53.0205,-6.3442,4596
1,Carlow,56932,2021/04/16 00:00:00+00,52.7168,-6.8367,2805
2,Cavan,76176,2021/04/16 00:00:00+00,53.9878,-7.2937,4938
3,Clare,118817,2021/04/16 00:00:00+00,52.8917,-8.9889,4821
4,Cork,542868,2021/04/16 00:00:00+00,51.9517,-8.6372,22057
5,Donegal,159192,2021/04/16 00:00:00+00,54.8989,-7.96,9548
6,Dublin,1347359,2021/04/16 00:00:00+00,53.3605,-6.292,85930
7,Galway,258058,2021/04/16 00:00:00+00,53.3705,-8.7362,10182
8,Kerry,147707,2021/04/16 00:00:00+00,52.1689,-9.565,4500
9,Kildare,222504,2021/04/16 00:00:00+00,53.238,-6.7837,11456
10,Kilkenny,99232,2021/04/16 00:00:00+00,52.5816,-7.2175,3520
11,Laois,84697,2021/04/16 00:00:00+00,52.9952,-7.3423,3605
12,Leitrim,32044,2021/04/16 00:00:00+00,54.1261,-7.9939,798
13,Limerick,194899,2021/04/16 00:00:00+00,52.5255,-8.7412,11119
14,Longford,40873,2021/04/16 00:00:00+00,53.7325,-7.6952,1925
15,Louth,128884,2021/04/16 00:00:00+00,53.9161,-6.487,9017
16,Mayo,130507,2021/04/16 00:00:00+00,53.9191,-9.2537,6354
17,Meath,195044,2021/04/16 00:00:00+00,53.6851,-6.715,10296
18,Monaghan,61386,2021/04/16 00:00:00+00,54.1857,-6.9452,4975
19,Offaly,77961,2021/04/16 00:00:00+00,53.2632,-7.6607,4189
20,Roscommon,64544,2021/04/16 00:00:00+00,53.8008,-8.2735,2367
21,Sligo,65535,2021/04/16 00:00:00+00,54.1581,-8.5345,2292
22,Tipperary,159553,2021/04/16 00:00:00+00,52.6407,-7.9206,5614
23,Waterford,116176,2021/04/16 00:00:00+00,52.2035,-7.4935,5514
24,Westmeath,88770,2021/04/16 00:00:00+00,53.5524,-7.4219,3728
25,Wexford,149722,2021/04/16 00:00:00+00,52.5164,-6.5037,7041
26,Wicklow,142425,2021/04/16 00:00:00+00,53.0205,-6.3442,4603
1,Carlow,56932,2021/04/17 00:00:00+00,52.7168,-6.8367,2811
2,Cavan,76176,2021/04/17 00:00:00+00,53.9878,-7.2937,4940
3,Clare,118817,2021/04/17 00:00:00+00,52.8917,-8.9889,4825
4,Cork,542868,2021/04/17 00:00:00+00,51.9517,-8.6372,22063
5,Donegal,159192,2021/04/17 00:00:00+00,54.8989,-7.96,9583
6,Dublin,1347359,2021/04/17 00:00:00+00,53.3605,-6.292,86042
7,Galway,258058,2021/04/17 00:00:00+00,53.3705,-8.7362,10187
8,Kerry,147707,2021/04/17 00:00:00+00,52.1689,-9.565,4503
9,Kildare,222504,2021/04/17 00:00:00+00,53.238,-6.7837,11489
10,Kilkenny,99232,2021/04/17 00:00:00+00,52.5816,-7.2175,3521
11,Laois,84697,2021/04/17 00:00:00+00,52.9952,-7.3423,3607
12,Leitrim,32044,2021/04/17 00:00:00+00,54.1261,-7.9939,799
13,Limerick,194899,2021/04/17 00:00:00+00,52.5255,-8.7412,11131
14,Longford,40873,2021/04/17 00:00:00+00,53.7325,-7.6952,1927
15,Louth,128884,2021/04/17 00:00:00+00,53.9161,-6.487,9021
16,Mayo,130507,2021/04/17 00:00:00+00,53.9191,-9.2537,6354
17,Meath,195044,2021/04/17 00:00:00+00,53.6851,-6.715,10301
18,Monaghan,61386,2021/04/17 00:00:00+00,54.1857,-6.9452,4977
19,Offaly,77961,2021/04/17 00:00:00+00,53.2632,-7.6607,4197
20,Roscommon,64544,2021/04/17 00:00:00+00,53.8008,-8.2735,2369
21,Sligo,65535,2021/04/17 00:00:00+00,54.1581,-8.5345,2292
22,Tipperary,159553,2021/04/17 00:00:00+00,52.6407,-7.9206,5619
23,Waterford,116176,2021/04/17 00:00:00+00,52.2035,-7.4935,5519
24,Westmeath,88770,2021/04/17 00:00:00+00,53.5524,-7.4219,3734
25,Wexford,149722,2021/04/17 00:00:00+00,52.5164,-6.5037,7044
26,Wicklow,142425,2021/04/17 00:00:00+00,53.0205,-6.3442,4606
1,Carlow,56932,2021/04/18 00:00:00+00,52.7168,-6.8367,2816
2,Cavan,76176,2021/04/18 00:00:00+00,53.9878,-7.2937,4947
3,Clare,118817,2021/04/18 00:00:00+00,52.8917,-8.9889,4826
4,Cork,542868,2021/04/18 00:00:00+00,51.9517,-8.6372,22079
5,Donegal,159192,2021/04/18 00:00:00+00,54.8989,-7.96,9594
6,Dublin,1347359,2021/04/18 00:00:00+00,53.3605,-6.292,86214
7,Galway,258058,2021/04/18 00:00:00+00,53.3705,-8.7362,10202
8,Kerry,147707,2021/04/18 00:00:00+00,52.1689,-9.565,4506
9,Kildare,222504,2021/04/18 00:00:00+00,53.238,-6.7837,11513
10,Kilkenny,99232,2021/04/18 00:00:00+00,52.5816,-7.2175,3521
11,Laois,84697,2021/04/18 00:00:00+00,52.9952,-7.3423,3609
12,Leitrim,32044,2021/04/18 00:00:00+00,54.1261,-7.9939,811
13,Limerick,194899,2021/04/18 00:00:00+00,52.5255,-8.7412,11138
14,Longford,40873,2021/04/18 00:00:00+00,53.7325,-7.6952,1930
15,Louth,128884,2021/04/18 00:00:00+00,53.9161,-6.487,9034
16,Mayo,130507,2021/04/18 00:00:00+00,53.9191,-9.2537,6373
17,Meath,195044,2021/04/18 00:00:00+00,53.6851,-6.715,10335
18,Monaghan,61386,2021/04/18 00:00:00+00,54.1857,-6.9452,4980
19,Offaly,77961,2021/04/18 00:00:00+00,53.2632,-7.6607,4203
20,Roscommon,64544,2021/04/18 00:00:00+00,53.8008,-8.2735,2373
21,Sligo,65535,2021/04/18 00:00:00+00,54.1581,-8.5345,2304
22,Tipperary,159553,2021/04/18 00:00:00+00,52.6407,-7.9206,5627
23,Waterford,116176,2021/04/18 00:00:00+00,52.2035,-7.4935,5522
24,Westmeath,88770,2021/04/18 00:00:00+00,53.5524,-7.4219,3742
25,Wexford,149722,2021/04/18 00:00:00+00,52.5164,-6.5037,7046
26,Wicklow,142425,2021/04/18 00:00:00+00,53.0205,-6.3442,4615
1,Carlow,56932,2021/04/19 00:00:00+00,52.7168,-6.8367,2819
2,Cavan,76176,2021/04/19 00:00:00+00,53.9878,-7.2937,4949
3,Clare,118817,2021/04/19 00:00:00+00,52.8917,-8.9889,4828
4,Cork,542868,2021/04/19 00:00:00+00,51.9517,-8.6372,22088
5,Donegal,159192,2021/04/19 00:00:00+00,54.8989,-7.96,9612
6,Dublin,1347359,2021/04/19 00:00:00+00,53.3605,-6.292,86385
7,Galway,258058,2021/04/19 00:00:00+00,53.3705,-8.7362,10212
8,Kerry,147707,2021/04/19 00:00:00+00,52.1689,-9.565,4508
9,Kildare,222504,2021/04/19 00:00:00+00,53.238,-6.7837,11556
10,Kilkenny,99232,2021/04/19 00:00:00+00,52.5816,-7.2175,3523
11,Laois,84697,2021/04/19 00:00:00+00,52.9952,-7.3423,3616
12,Leitrim,32044,2021/04/19 00:00:00+00,54.1261,-7.9939,811
13,Limerick,194899,2021/04/19 00:00:00+00,52.5255,-8.7412,11147
14,Longford,40873,2021/04/19 00:00:00+00,53.7325,-7.6952,1939
